url,city_name
https://farm6.staticflickr.com/5133/13964534385_5cd23c36d5.jpg,New York
https://farm4.staticflickr.com/3185/2554649058_c4a19832f9.jpg,New York
https://farm8.staticflickr.com/7513/15596876307_f70d1a583f.jpg,New York
https://farm8.staticflickr.com/7301/10499883195_17d0d63409_h.jpg,New York
https://farm6.staticflickr.com/5614/15584262126_f045280135.jpg,New York
https://farm4.staticflickr.com/3883/14998404057_68d289da10_h.jpg,New York
https://farm8.staticflickr.com/7170/6766625523_1112d6c6a9.jpg,New York
https://farm8.staticflickr.com/7137/13941451206_85cbb6be4b.jpg,New York
https://farm3.staticflickr.com/2945/15174753880_6e47e7e4db.jpg,New York
https://farm6.staticflickr.com/5337/13930985884_acc447957e.jpg,New York
https://farm3.staticflickr.com/2897/14038501666_53daab8dc6.jpg,New York
https://farm4.staticflickr.com/3434/3385973154_8a9ef54f5b.jpg,Los Angeles
https://farm4.staticflickr.com/3044/2805475704_9a03215453.jpg,Los Angeles
https://farm4.staticflickr.com/3496/3209358516_de655c513a_z.jpg?zz=1,Los Angeles
https://farm2.staticflickr.com/1088/1345620202_349a05b200.jpg,Los Angeles
https://farm9.staticflickr.com/8031/8031901176_aaee4dfb9c.jpg,Los Angeles
https://farm8.staticflickr.com/7148/6588279287_6266f6655e.jpg,Los Angeles
https://farm9.staticflickr.com/8252/8637464161_bceb161b7c_c.jpg,Los Angeles
https://farm3.staticflickr.com/2714/4079144079_f988f85c3f.jpg,Los Angeles
https://farm3.staticflickr.com/2868/9694444520_0e7811556c.jpg,Los Angeles
https://farm3.staticflickr.com/2871/11426031093_a866e4fe27.jpg,Los Angeles
https://farm9.staticflickr.com/8124/8656154335_e2e2b4fdef.jpg,Los Angeles
https://farm3.staticflickr.com/2845/9605601998_34c7e69078.jpg,Chicago
https://farm8.staticflickr.com/7433/9739505344_0ffe3ff362.jpg,Chicago
https://farm4.staticflickr.com/3756/9593288913_e63bbd8c4c.jpg,Chicago
https://farm4.staticflickr.com/3719/9571362925_d4a8029f13.jpg,Chicago
https://farm3.staticflickr.com/2844/9580472590_34b884d3a0.jpg,Chicago
https://farm8.staticflickr.com/7002/6530560677_d545bdaf02.jpg,Chicago
https://farm4.staticflickr.com/3580/3475346730_09667705f7.jpg,Chicago
https://farm4.staticflickr.com/3413/4572458065_9d85efef6a_z.jpg,Chicago
https://farm8.staticflickr.com/7340/9572006899_9710b1c799.jpg,Chicago
https://farm4.staticflickr.com/3688/9600423574_ec8c91770e.jpg,Chicago
https://farm9.staticflickr.com/8337/8223332760_5c08ba1708.jpg,Chicago
https://farm6.staticflickr.com/5178/5480997653_fa421a86db.jpg,Houston
https://farm4.staticflickr.com/3377/3610342871_c1f756864a.jpg,Houston
