url,city_name
https://farm9.staticflickr.com/8573/15757100016_decbbc3716.jpg,New York
https://farm8.staticflickr.com/7546/15609808187_ba1d7af16d.jpg,New York
https://farm4.staticflickr.com/3927/15431959756_dbaa29a426.jpg,New York
https://farm8.staticflickr.com/7545/15737592687_f300de8a1f.jpg,New York
https://farm8.staticflickr.com/7580/15779982997_2167d4ee84.jpg,New York
https://farm6.staticflickr.com/5613/15639197786_e8bf28204e_z.jpg,New York
https://farm4.staticflickr.com/3921/14867042896_26dfb84010.jpg,New York
https://farm4.staticflickr.com/3872/14870452807_cded347e04.jpg,New York
https://farm8.staticflickr.com/7567/15908165025_0b59cc94a9.jpg,New York
https://farm4.staticflickr.com/3908/15237970221_c17f1d5561.jpg,New York
https://farm4.staticflickr.com/3849/15054031197_b9646ec63f.jpg,New York
https://farm6.staticflickr.com/5302/5629697927_156c06b680.jpg,Los Angeles
https://farm3.staticflickr.com/2073/1506459601_92285a6d52.jpg,Los Angeles
https://farm3.staticflickr.com/2198/2156384298_ced04ebd88.jpg,Los Angeles
https://farm9.staticflickr.com/8085/8506704041_9f698d5fb8.jpg,Los Angeles
https://farm9.staticflickr.com/8217/8315909422_6d6fe8cdc5.jpg,Los Angeles
https://farm1.staticflickr.com/35/122132322_2b73b1b952.jpg,Los Angeles
https://farm3.staticflickr.com/2560/4197925798_cd1feb08b6.jpg,Los Angeles
https://farm9.staticflickr.com/8355/8317951481_e231971057.jpg,Los Angeles
https://farm8.staticflickr.com/7325/8735316073_06d7df9260_c.jpg,Los Angeles
https://farm8.staticflickr.com/7313/10346511154_3deb313451.jpg,Los Angeles
https://farm3.staticflickr.com/2932/14036332328_36692f7537_z.jpg,Los Angeles
https://farm6.staticflickr.com/5577/14907368019_61daa40c20.jpg,Chicago
https://farm4.staticflickr.com/3863/15014258727_e70af0c1b6_h.jpg,Chicago
https://farm9.staticflickr.com/8544/15179500954_f7f4f98146.jpg,Chicago
https://farm9.staticflickr.com/8609/15614262577_e42bf26394.jpg,Chicago
https://farm6.staticflickr.com/5605/15179205154_ee0063fa52.jpg,Chicago
https://farm4.staticflickr.com/3914/14579297090_c00ed6b945.jpg,Chicago
https://farm8.staticflickr.com/7555/15797668891_7cf45d04dd.jpg,Chicago
https://farm8.staticflickr.com/7461/15800717252_c069518e19.jpg,Chicago
https://farm6.staticflickr.com/5608/15591385350_fb7aa76ec5_z.jpg,Chicago
https://farm3.staticflickr.com/2935/14503613059_50156b9867.jpg,Chicago
https://farm3.staticflickr.com/2938/14307875230_8da435109c.jpg,Chicago
https://farm1.staticflickr.com/3/6399133_c87088abb1.jpg,Houston
https://farm1.staticflickr.com/5/6399134_8400bc04b7.jpg,Houston
